step,track,model,dataset,Memory in Mb,Time in s,MAE,RMSE
288,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.17311291599980905,109.39236111111117,112.6981434087438
300,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.1804106249983306,111.68000000000006,115.38607657194464
312,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.18783945799805224,113.58653846153854,117.82131462297977
324,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.1951383329978853,115.41666666666674,119.97521606205095
336,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.2023121659985918,118.37797619047628,123.86894235825373
348,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.2097514159977436,121.23275862068975,127.39702851151289
360,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.21686549999867566,123.24722222222232,129.96021827210564
372,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.22454099999958999,124.93279569892482,131.8732794312669
384,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.2320917079996434,127.74218750000007,135.3779143268946
396,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.23908545800077263,130.6212121212122,138.88769898480192
408,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.245942624998861,132.50735294117655,141.12818363348367
420,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.2531986659996619,134.69523809523815,143.82971081902977
432,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.2603519160002179,137.78703703703712,147.77057730995887
444,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.2673058750006021,140.71621621621628,151.3926045773727
456,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.27469112499966286,142.46052631578954,153.3835634735993
468,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.2819241659999534,144.91239316239322,156.49894868711087
480,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.28885375000027125,147.60625000000002,159.72334806366504
492,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.2959755000010773,150.62398373983743,163.53966352146955
504,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.30293383299795096,151.92857142857144,164.87223287929112
516,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.31019829100114293,153.98643410852713,167.18159022011713
528,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.3173372079982073,156.83901515151516,170.67344883245215
540,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.3244290410002577,159.27222222222227,173.52770618784436
552,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.3313726249980391,160.60869565217396,174.92594706481302
564,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.3386926659986784,162.7464539007093,177.46059896325488
576,Regression,StreamingGradientBoostedRegression,chickweights,0.0,0.34619466599906445,165.3177083333334,180.4598822376382
21,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.01415479199931724,37.308171904761906,37.30817318021328
42,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.027667207999911625,37.297177857142856,37.29718027952589
63,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.0404333750011574,37.2934280952381,37.29343011243067
84,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.053162666998105124,37.290449404761915,37.29045160178226
105,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.06601958299870603,37.28625580952381,37.28625851368338
126,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.0787449999988894,37.28349420634921,37.28349697394212
147,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.12875999999960186,37.281536258503394,37.28153894150128
168,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.14149620799798868,37.27973839285713,37.279741050323274
189,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.15438150000045425,37.278337830687825,37.27834040893332
210,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.1673332919999666,37.277421476190455,37.27742389930011
231,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.1799910000008822,37.27661376623376,37.276616056617094
252,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.19274716699874261,37.275937063492066,37.27593923061476
273,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.20536529200035147,37.275368315018326,37.27537036753858
294,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.21845841699905577,37.2748361904762,37.27483814774716
315,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.23158004200013238,37.27441488888889,37.27441674902973
336,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.24468195800000103,37.27418035714286,37.27418212127434
357,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.2576587080002355,37.27473070028011,37.27473243930772
378,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.2709811249987979,37.27517637566138,37.275178081363244
399,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.2839029999995546,37.275681779448625,37.275683457032756
420,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.2969170420001319,37.27603533333334,37.27603697509147
441,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.30988487499780604,37.27661079365081,37.27661245632232
462,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.3230857919988921,37.27726140692642,37.27726312132894
483,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.33628574999966077,37.27780532091099,37.277807057348916
504,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.3497779579993221,37.278287896825425,37.278289641809636
525,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.3632337919989368,37.278562780952406,37.27856448044813
546,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.3765713749999122,37.278905201465236,37.27890688175268
567,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.38973779200023273,37.27897477954147,37.2789764194524
588,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.4029791249995469,37.279275306122464,37.27927692670529
609,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.4163787079996837,37.27971233169131,37.279713981044665
630,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.4301595830002043,37.280086063492064,37.280087718119304
651,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.443618166998931,37.280497665130575,37.28049933580823
672,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.4570152499982214,37.28078747023811,37.28078913029772
693,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.4704502919994411,37.28087191919195,37.28087353909786
714,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.4839475000007951,37.28069110644261,37.28069270907296
735,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.49745570799859706,37.280939564625875,37.280941155830455
756,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.5111762499982433,37.28107814814816,37.28107970625262
777,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.5248103329977312,37.28131310167311,37.28131465009112
798,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.5383642919987324,37.281464899749395,37.281466423017335
819,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.5522933749998629,37.28164832722834,37.28164983406238
840,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.5662850419976166,37.28181297619049,37.28181446467589
861,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.5800011249993986,37.28209144018582,37.282092933953436
882,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.5934500830007892,37.282356643990916,37.282358140855465
903,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.6069244999998773,37.28258270210409,37.28258419542024
924,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.6202147500007413,37.282641277056264,37.28264273840971
945,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.6340812919988821,37.282811111111094,37.2828125643779
966,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.6476583750009013,37.282887236024855,37.28288866351813
987,Regression,StreamingGradientBoostedRegression,trumpapproval,0.0,0.6614646249981888,37.28293194528875,37.282933343652495
12,Regression,NoChange,chickweights,0.0,0.0025080839986912906,80.58333333333334,80.58794368059448
24,Regression,NoChange,chickweights,0.0,0.0045938339972053654,80.41666666666667,80.42284086833375
36,Regression,NoChange,chickweights,0.0,0.006547375000081956,80.05555555555557,80.06455728556384
48,Regression,NoChange,chickweights,0.0,0.008545166998374043,80.08333333333334,80.09135409018879
60,Regression,NoChange,chickweights,0.0,0.010537124999245862,81.10000000000002,81.1556118412851
72,Regression,NoChange,chickweights,0.0,0.012830708998080809,82.09722222222226,82.19818530032562
84,Regression,NoChange,chickweights,0.0,0.014841374999377877,82.96428571428574,83.08107056191733
96,Regression,NoChange,chickweights,0.0,0.016988166997180087,83.85416666666669,83.99342732222166
108,Regression,NoChange,chickweights,0.0,0.01903479199972935,85.07407407407409,85.27699963452434
120,Regression,NoChange,chickweights,0.0,0.021077041998069035,86.21666666666671,86.47774280125493
132,Regression,NoChange,chickweights,0.0,0.023181417000159854,87.51515151515154,87.84844042354129
144,Regression,NoChange,chickweights,0.0,0.025410209000256145,88.80555555555561,89.2142396456729
156,Regression,NoChange,chickweights,0.0,0.02760366700022132,90.1538461538462,90.65311456032374
168,Regression,NoChange,chickweights,0.0,0.0296794999994745,91.2976190476191,91.88042177070099
180,Regression,NoChange,chickweights,0.0,0.03181558399955975,92.93888888888893,93.6819975591184
192,Regression,NoChange,chickweights,0.0,0.03387470899906475,94.74479166666669,95.703562499
204,Regression,NoChange,chickweights,0.0,0.03611304199876031,96.37254901960787,97.48956706373514
216,Regression,NoChange,chickweights,0.0,0.03820208400065894,97.70833333333337,98.97766770187964
228,Regression,NoChange,chickweights,0.0,0.040500708997569745,99.42982456140356,100.9444436398279
240,Regression,NoChange,chickweights,0.0,0.04261266699904809,101.75833333333337,103.71539583559105
252,Regression,NoChange,chickweights,0.0,0.04474166699947091,103.73809523809527,105.946939400126
264,Regression,NoChange,chickweights,0.0,0.04716033399745356,105.25378787878793,107.7270505687519
276,Regression,NoChange,chickweights,0.0,0.04976529199848301,107.03260869565223,109.85347619390141
288,Regression,NoChange,chickweights,0.0,0.05196595899906242,109.39236111111117,112.6981434087438
300,Regression,NoChange,chickweights,0.0,0.054104874998301966,111.68000000000006,115.38607657194464
312,Regression,NoChange,chickweights,0.0,0.05657712500033085,113.58653846153854,117.82131462297977
324,Regression,NoChange,chickweights,0.0,0.05885991700051818,115.41666666666674,119.97521606205095
336,Regression,NoChange,chickweights,0.0,0.0610606669979461,118.37797619047628,123.86894235825373
348,Regression,NoChange,chickweights,0.0,0.06325241699960316,121.23275862068975,127.39702851151289
360,Regression,NoChange,chickweights,0.0,0.06571379199885996,123.24722222222232,129.96021827210564
372,Regression,NoChange,chickweights,0.0,0.06794033400001354,124.93279569892482,131.8732794312669
384,Regression,NoChange,chickweights,0.0,0.07009883399950922,127.74218750000007,135.3779143268946
396,Regression,NoChange,chickweights,0.0,0.07226729199828696,130.6212121212122,138.88769898480192
408,Regression,NoChange,chickweights,0.0,0.07448849999855156,132.50735294117655,141.12818363348367
420,Regression,NoChange,chickweights,0.0,0.07695070899717393,134.69523809523815,143.82971081902977
432,Regression,NoChange,chickweights,0.0,0.07915379199766903,137.78703703703712,147.77057730995887
444,Regression,NoChange,chickweights,0.0,0.08131916699858266,140.71621621621628,151.3926045773727
456,Regression,NoChange,chickweights,0.0,0.08355516699884902,142.46052631578954,153.3835634735993
468,Regression,NoChange,chickweights,0.0,0.08575933400061331,144.91239316239322,156.49894868711087
480,Regression,NoChange,chickweights,0.0,0.08798749999914435,147.60625000000002,159.72334806366504
492,Regression,NoChange,chickweights,0.0,0.0902553749983781,150.62398373983743,163.53966352146955
504,Regression,NoChange,chickweights,0.0,0.09265558399783913,151.92857142857144,164.87223287929112
516,Regression,NoChange,chickweights,0.0,0.09497387499868637,153.98643410852713,167.18159022011713
528,Regression,NoChange,chickweights,0.0,0.09725054199952865,156.83901515151516,170.67344883245215
540,Regression,NoChange,chickweights,0.0,0.09957341699919198,159.27222222222227,173.52770618784436
552,Regression,NoChange,chickweights,0.0,0.10210829199786531,160.60869565217396,174.92594706481302
564,Regression,NoChange,chickweights,0.0,0.10447562499757623,162.7464539007093,177.46059896325488
576,Regression,NoChange,chickweights,0.0,0.10683308399893576,165.3177083333334,180.4598822376382
21,Regression,NoChange,trumpapproval,0.0,0.004945625001710141,37.308171904761906,37.30817318021328
42,Regression,NoChange,trumpapproval,0.0,0.009560708000208251,37.297177857142856,37.29718027952589
63,Regression,NoChange,trumpapproval,0.0,0.014173833002132596,37.2934280952381,37.29343011243067
84,Regression,NoChange,trumpapproval,0.0,0.01890345799984061,37.290449404761915,37.29045160178226
105,Regression,NoChange,trumpapproval,0.0,0.02337679100310197,37.28625580952381,37.28625851368338
126,Regression,NoChange,trumpapproval,0.0,0.028008500001305947,37.28349420634921,37.28349697394212
147,Regression,NoChange,trumpapproval,0.0,0.032558750001044245,37.281536258503394,37.28153894150128
168,Regression,NoChange,trumpapproval,0.0,0.03723829100272269,37.27973839285713,37.279741050323274
189,Regression,NoChange,trumpapproval,0.0,0.04169104100219556,37.278337830687825,37.27834040893332
210,Regression,NoChange,trumpapproval,0.0,0.04625725000005332,37.277421476190455,37.27742389930011
231,Regression,NoChange,trumpapproval,0.0,0.05112012500103447,37.27661376623376,37.276616056617094
252,Regression,NoChange,trumpapproval,0.0,0.05573333299980732,37.275937063492066,37.27593923061476
273,Regression,NoChange,trumpapproval,0.0,0.060653583001112565,37.275368315018326,37.27537036753858
294,Regression,NoChange,trumpapproval,0.0,0.06541787500100327,37.2748361904762,37.27483814774716
315,Regression,NoChange,trumpapproval,0.0,0.07062520800172933,37.27441488888889,37.27441674902973
336,Regression,NoChange,trumpapproval,0.0,0.07532587500099908,37.27418035714286,37.27418212127434
357,Regression,NoChange,trumpapproval,0.0,0.08009141600268777,37.27473070028011,37.27473243930772
378,Regression,NoChange,trumpapproval,0.0,0.08512720799990348,37.27517637566138,37.275178081363244
399,Regression,NoChange,trumpapproval,0.0,0.09034150000297814,37.275681779448625,37.275683457032756
420,Regression,NoChange,trumpapproval,0.0,0.09536954100258299,37.27603533333334,37.27603697509147
441,Regression,NoChange,trumpapproval,0.0,0.10032445800243295,37.27661079365081,37.27661245632232
462,Regression,NoChange,trumpapproval,0.0,0.10613129100238439,37.27726140692642,37.27726312132894
483,Regression,NoChange,trumpapproval,0.0,0.11118733300099848,37.27780532091099,37.277807057348916
504,Regression,NoChange,trumpapproval,0.0,0.11623045800297405,37.278287896825425,37.278289641809636
525,Regression,NoChange,trumpapproval,0.0,0.1220984160027001,37.278562780952406,37.27856448044813
546,Regression,NoChange,trumpapproval,0.0,0.12695108300249558,37.278905201465236,37.27890688175268
567,Regression,NoChange,trumpapproval,0.0,0.13197958300224855,37.27897477954147,37.2789764194524
588,Regression,NoChange,trumpapproval,0.0,0.1372016250024899,37.279275306122464,37.27927692670529
609,Regression,NoChange,trumpapproval,0.0,0.14230700000189245,37.27971233169131,37.279713981044665
630,Regression,NoChange,trumpapproval,0.0,0.14738575000228593,37.280086063492064,37.280087718119304
651,Regression,NoChange,trumpapproval,0.0,0.1525645830006397,37.280497665130575,37.28049933580823
672,Regression,NoChange,trumpapproval,0.0,0.15783612500308664,37.28078747023811,37.28078913029772
693,Regression,NoChange,trumpapproval,0.0,0.1630737500017858,37.28087191919195,37.28087353909786
714,Regression,NoChange,trumpapproval,0.0,0.16851016600048752,37.28069110644261,37.28069270907296
735,Regression,NoChange,trumpapproval,0.0,0.17397350000101142,37.280939564625875,37.280941155830455
756,Regression,NoChange,trumpapproval,0.0,0.17958537500089733,37.28107814814816,37.28107970625262
777,Regression,NoChange,trumpapproval,0.0,0.185453583002527,37.28131310167311,37.28131465009112
798,Regression,NoChange,trumpapproval,0.0,0.19088033300067764,37.281464899749395,37.281466423017335
819,Regression,NoChange,trumpapproval,0.0,0.196281958000327,37.28164832722834,37.28164983406238
840,Regression,NoChange,trumpapproval,0.0,0.20218329100316623,37.28181297619049,37.28181446467589
861,Regression,NoChange,trumpapproval,0.0,0.20753075000175158,37.28209144018582,37.282092933953436
882,Regression,NoChange,trumpapproval,0.0,0.21308587500243448,37.282356643990916,37.282358140855465
903,Regression,NoChange,trumpapproval,0.0,0.2191278330028581,37.28258270210409,37.28258419542024
924,Regression,NoChange,trumpapproval,0.0,0.2248003750028147,37.282641277056264,37.28264273840971
945,Regression,NoChange,trumpapproval,0.0,0.23059270800149534,37.282811111111094,37.2828125643779
966,Regression,NoChange,trumpapproval,0.0,0.23683237500154064,37.282887236024855,37.28288866351813
987,Regression,NoChange,trumpapproval,0.0,0.24255129100129125,37.28293194528875,37.282933343652495
12,Regression,TargetMean,chickweights,0.0,0.0072835419996408746,80.58333333333334,80.58794368059448
24,Regression,TargetMean,chickweights,0.0,0.014017582998349098,80.41666666666667,80.42284086833375
36,Regression,TargetMean,chickweights,0.0,0.020917958001518855,80.05555555555557,80.06455728556384
48,Regression,TargetMean,chickweights,0.0,0.028114624998124782,80.08333333333334,80.09135409018879
60,Regression,TargetMean,chickweights,0.0,0.03502120800112607,81.10000000000002,81.1556118412851
72,Regression,TargetMean,chickweights,0.0,0.04193383299934794,82.09722222222226,82.19818530032562
84,Regression,TargetMean,chickweights,0.0,0.04899137499887729,82.96428571428574,83.08107056191733
96,Regression,TargetMean,chickweights,0.0,0.05597170799956075,83.85416666666669,83.99342732222166
108,Regression,TargetMean,chickweights,0.0,0.06288033300006646,85.07407407407409,85.27699963452434
120,Regression,TargetMean,chickweights,0.0,0.06970633300079498,86.21666666666671,86.47774280125493
132,Regression,TargetMean,chickweights,0.0,0.076516958000866,87.51515151515154,87.84844042354129
144,Regression,TargetMean,chickweights,0.0,0.0832682920008665,88.80555555555561,89.2142396456729
156,Regression,TargetMean,chickweights,0.0,0.08984370799953467,90.1538461538462,90.65311456032374
168,Regression,TargetMean,chickweights,0.0,0.09654570799830253,91.2976190476191,91.88042177070099
180,Regression,TargetMean,chickweights,0.0,0.10374083300121129,92.93888888888893,93.6819975591184
192,Regression,TargetMean,chickweights,0.0,0.11084245800157078,94.74479166666669,95.703562499
204,Regression,TargetMean,chickweights,0.0,0.11774241699822596,96.37254901960787,97.48956706373514
216,Regression,TargetMean,chickweights,0.0,0.1245554169981915,97.70833333333337,98.97766770187964
228,Regression,TargetMean,chickweights,0.0,0.13164270799825317,99.42982456140356,100.9444436398279
240,Regression,TargetMean,chickweights,0.0,0.13857191699935356,101.75833333333337,103.71539583559105
252,Regression,TargetMean,chickweights,0.0,0.14568108299863525,103.73809523809527,105.946939400126
264,Regression,TargetMean,chickweights,0.0,0.15262900000016089,105.25378787878793,107.7270505687519
276,Regression,TargetMean,chickweights,0.0,0.15959758299868554,107.03260869565223,109.85347619390141
288,Regression,TargetMean,chickweights,0.0,0.1666923750017304,109.39236111111117,112.6981434087438
300,Regression,TargetMean,chickweights,0.0,0.17371741700117127,111.68000000000006,115.38607657194464
312,Regression,TargetMean,chickweights,0.0,0.1805392079986632,113.58653846153854,117.82131462297977
324,Regression,TargetMean,chickweights,0.0,0.18789629199818592,115.41666666666674,119.97521606205095
336,Regression,TargetMean,chickweights,0.0,0.19481504199939081,118.37797619047628,123.86894235825373
348,Regression,TargetMean,chickweights,0.0,0.20182883300003596,121.23275862068975,127.39702851151289
360,Regression,TargetMean,chickweights,0.0,0.20880449999822304,123.24722222222232,129.96021827210564
372,Regression,TargetMean,chickweights,0.0,0.2158977920007601,124.93279569892482,131.8732794312669
384,Regression,TargetMean,chickweights,0.0,0.22294133299874375,127.74218750000007,135.3779143268946
396,Regression,TargetMean,chickweights,0.0,0.22987154200018267,130.6212121212122,138.88769898480192
408,Regression,TargetMean,chickweights,0.0,0.23697012499906123,132.50735294117655,141.12818363348367
420,Regression,TargetMean,chickweights,0.0,0.24414750000141794,134.69523809523815,143.82971081902977
432,Regression,TargetMean,chickweights,0.0,0.2511593749986787,137.78703703703712,147.77057730995887
444,Regression,TargetMean,chickweights,0.0,0.25797199999942677,140.71621621621628,151.3926045773727
456,Regression,TargetMean,chickweights,0.0,0.265252707999025,142.46052631578954,153.3835634735993
468,Regression,TargetMean,chickweights,0.0,0.27244804200017825,144.91239316239322,156.49894868711087
480,Regression,TargetMean,chickweights,0.0,0.27930866699898615,147.60625000000002,159.72334806366504
492,Regression,TargetMean,chickweights,0.0,0.28631891699842527,150.62398373983743,163.53966352146955
504,Regression,TargetMean,chickweights,0.0,0.2933152500008873,151.92857142857144,164.87223287929112
516,Regression,TargetMean,chickweights,0.0,0.30029504200138035,153.98643410852713,167.18159022011713
528,Regression,TargetMean,chickweights,0.0,0.3074914999997418,156.83901515151516,170.67344883245215
540,Regression,TargetMean,chickweights,0.0,0.314607000000251,159.27222222222227,173.52770618784436
552,Regression,TargetMean,chickweights,0.0,0.32156579200091073,160.60869565217396,174.92594706481302
564,Regression,TargetMean,chickweights,0.0,0.32882420800160617,162.7464539007093,177.46059896325488
576,Regression,TargetMean,chickweights,0.0,0.33604587499939953,165.3177083333334,180.4598822376382
21,Regression,TargetMean,trumpapproval,0.0,0.013794708000204992,37.308171904761906,37.30817318021328
42,Regression,TargetMean,trumpapproval,0.0,0.02708662500299397,37.297177857142856,37.29718027952589
63,Regression,TargetMean,trumpapproval,0.0,0.040257415999803925,37.2934280952381,37.29343011243067
84,Regression,TargetMean,trumpapproval,0.0,0.053033166001114296,37.290449404761915,37.29045160178226
105,Regression,TargetMean,trumpapproval,0.0,0.06583529099953012,37.28625580952381,37.28625851368338
126,Regression,TargetMean,trumpapproval,0.0,0.07875991600303678,37.28349420634921,37.28349697394212
147,Regression,TargetMean,trumpapproval,0.0,0.09193329100162373,37.281536258503394,37.28153894150128
168,Regression,TargetMean,trumpapproval,0.0,0.10526091599967913,37.27973839285713,37.279741050323274
189,Regression,TargetMean,trumpapproval,0.0,0.1183448750016396,37.278337830687825,37.27834040893332
210,Regression,TargetMean,trumpapproval,0.0,0.13179595800102106,37.277421476190455,37.27742389930011
231,Regression,TargetMean,trumpapproval,0.0,0.14478170800066437,37.27661376623376,37.276616056617094
252,Regression,TargetMean,trumpapproval,0.0,0.15836358300293796,37.275937063492066,37.27593923061476
273,Regression,TargetMean,trumpapproval,0.0,0.1715774580006837,37.275368315018326,37.27537036753858
294,Regression,TargetMean,trumpapproval,0.0,0.18475791600212688,37.2748361904762,37.27483814774716
315,Regression,TargetMean,trumpapproval,0.0,0.19782666600076482,37.27441488888889,37.27441674902973
336,Regression,TargetMean,trumpapproval,0.0,0.2116110410024703,37.27418035714286,37.27418212127434
357,Regression,TargetMean,trumpapproval,0.0,0.22503383300136193,37.27473070028011,37.27473243930772
378,Regression,TargetMean,trumpapproval,0.0,0.2382017080017249,37.27517637566138,37.275178081363244
399,Regression,TargetMean,trumpapproval,0.0,0.2513989159997436,37.275681779448625,37.275683457032756
420,Regression,TargetMean,trumpapproval,0.0,0.2649550000023737,37.27603533333334,37.27603697509147
441,Regression,TargetMean,trumpapproval,0.0,0.2786054160023923,37.27661079365081,37.27661245632232
462,Regression,TargetMean,trumpapproval,0.0,0.29252270800134283,37.27726140692642,37.27726312132894
483,Regression,TargetMean,trumpapproval,0.0,0.30591879100029473,37.27780532091099,37.277807057348916
504,Regression,TargetMean,trumpapproval,0.0,0.3197509580022597,37.278287896825425,37.278289641809636
525,Regression,TargetMean,trumpapproval,0.0,0.3337072080030339,37.278562780952406,37.27856448044813
546,Regression,TargetMean,trumpapproval,0.0,0.3474638750012673,37.278905201465236,37.27890688175268
567,Regression,TargetMean,trumpapproval,0.0,0.36128725000162376,37.27897477954147,37.2789764194524
588,Regression,TargetMean,trumpapproval,0.0,0.37537020800300525,37.279275306122464,37.27927692670529
609,Regression,TargetMean,trumpapproval,0.0,0.3888632910020533,37.27971233169131,37.279713981044665
630,Regression,TargetMean,trumpapproval,0.0,0.40256520800176077,37.280086063492064,37.280087718119304
651,Regression,TargetMean,trumpapproval,0.0,0.4163321250016452,37.280497665130575,37.28049933580823
672,Regression,TargetMean,trumpapproval,0.0,0.430645333002758,37.28078747023811,37.28078913029772
693,Regression,TargetMean,trumpapproval,0.0,0.4441676250025921,37.28087191919195,37.28087353909786
714,Regression,TargetMean,trumpapproval,0.0,0.4584170410016668,37.28069110644261,37.28069270907296
735,Regression,TargetMean,trumpapproval,0.0,0.4722453329995915,37.280939564625875,37.280941155830455
756,Regression,TargetMean,trumpapproval,0.0,0.48656566600038786,37.28107814814816,37.28107970625262
777,Regression,TargetMean,trumpapproval,0.0,0.5007230410010379,37.28131310167311,37.28131465009112
798,Regression,TargetMean,trumpapproval,0.0,0.5154419999998936,37.281464899749395,37.281466423017335
819,Regression,TargetMean,trumpapproval,0.0,0.5304842500008817,37.28164832722834,37.28164983406238
840,Regression,TargetMean,trumpapproval,0.0,0.544440541001677,37.28181297619049,37.28181446467589
861,Regression,TargetMean,trumpapproval,0.0,0.5587244580019615,37.28209144018582,37.282092933953436
882,Regression,TargetMean,trumpapproval,0.0,0.5725555000026361,37.282356643990916,37.282358140855465
903,Regression,TargetMean,trumpapproval,0.0,0.5865564160012582,37.28258270210409,37.28258419542024
924,Regression,TargetMean,trumpapproval,0.0,0.6007725410017883,37.282641277056264,37.28264273840971
945,Regression,TargetMean,trumpapproval,0.0,0.6149268330009363,37.282811111111094,37.2828125643779
966,Regression,TargetMean,trumpapproval,0.0,0.6291350000028615,37.282887236024855,37.28288866351813
987,Regression,TargetMean,trumpapproval,0.0,0.6438242500007618,37.28293194528875,37.282933343652495
12,Regression,FadingTargetMean,chickweights,0.0,0.007141750000300817,80.58333333333334,80.58794368059448
24,Regression,FadingTargetMean,chickweights,0.0,0.013909459001297364,80.41666666666667,80.42284086833375
36,Regression,FadingTargetMean,chickweights,0.0,0.020959000001312234,80.05555555555557,80.06455728556384
48,Regression,FadingTargetMean,chickweights,0.0,0.027566750002733897,80.08333333333334,80.09135409018879
60,Regression,FadingTargetMean,chickweights,0.0,0.034281750002264744,81.10000000000002,81.1556118412851
72,Regression,FadingTargetMean,chickweights,0.0,0.04124420900188852,82.09722222222226,82.19818530032562
84,Regression,FadingTargetMean,chickweights,0.0,0.04779433400108246,82.96428571428574,83.08107056191733
96,Regression,FadingTargetMean,chickweights,0.0,0.05472154200106161,83.85416666666669,83.99342732222166
108,Regression,FadingTargetMean,chickweights,0.0,0.061411417002091184,85.07407407407409,85.27699963452434
120,Regression,FadingTargetMean,chickweights,0.0,0.06834925000293879,86.21666666666671,86.47774280125493
132,Regression,FadingTargetMean,chickweights,0.0,0.07498995900095906,87.51515151515154,87.84844042354129
144,Regression,FadingTargetMean,chickweights,0.0,0.08171525000216207,88.80555555555561,89.2142396456729
156,Regression,FadingTargetMean,chickweights,0.0,0.08841162500175415,90.1538461538462,90.65311456032374
168,Regression,FadingTargetMean,chickweights,0.0,0.09508116700089886,91.2976190476191,91.88042177070099
180,Regression,FadingTargetMean,chickweights,0.0,0.10206829200251377,92.93888888888893,93.6819975591184
192,Regression,FadingTargetMean,chickweights,0.0,0.1086961250002787,94.74479166666669,95.703562499
204,Regression,FadingTargetMean,chickweights,0.0,0.11541666700213682,96.37254901960787,97.48956706373514
216,Regression,FadingTargetMean,chickweights,0.0,0.12242079200223088,97.70833333333337,98.97766770187964
228,Regression,FadingTargetMean,chickweights,0.0,0.12921612500213087,99.42982456140356,100.9444436398279
240,Regression,FadingTargetMean,chickweights,0.0,0.1365101670016884,101.75833333333337,103.71539583559105
252,Regression,FadingTargetMean,chickweights,0.0,0.14318341700345627,103.73809523809527,105.946939400126
264,Regression,FadingTargetMean,chickweights,0.0,0.14990845900319982,105.25378787878793,107.7270505687519
